,Time,BA_spread,Price,Smart_price,Liquid_imb,MKT_cost
row,2019-04-19 22:44:08.937914,0.030000000000001137,58.57,58.55875,-0.002,0.0005824799999999754
row,2019-04-19 22:44:18.968888,0.030000000000001137,58.57,58.55875,-0.002,-0.0005824799999999754
row,2019-04-19 22:44:18.976566,0.030000000000001137,58.54,58.564,-0.009,-0.0005824799999999754
row,2019-04-19 22:44:18.984330,0.020000000000003126,58.54,58.565384615384616,-0.014,-0.0006225999999999488
row,2019-04-19 22:44:18.991946,0.00999999999999801,58.59,58.59499999999999,-0.019,-0.0006630799999999794
row,2019-04-19 22:44:18.999727,0.00999999999999801,58.59,58.595,-0.019,-0.0006630799999999794
row,2019-04-19 22:44:19.007927,0.00999999999999801,58.59,58.594864864864874,-0.018,-0.0006630799999999794
row,2019-04-19 22:44:19.015958,0.00999999999999801,58.59,58.59473684210527,-0.017,-0.0006630799999999794
row,2019-04-19 22:44:19.023147,0.00999999999999801,58.59,58.594864864864874,-0.018,-0.0006630799999999794
row,2019-04-19 22:44:19.030557,0.00999999999999801,58.59,58.594864864864874,-0.018,-0.0006630799999999794
row,2019-04-19 22:44:19.038672,0.030000000000001137,58.58,58.571111111111115,0.012,-0.0005827199999999664
row,2019-04-19 22:44:29.068442,0.030000000000001137,58.59,58.57200000000001,0.01,0.0005827199999999664
row,2019-04-19 22:44:29.164719,0.020000000000003126,58.59,58.565999999999995,-0.019,0.0006225999999999488
row,2019-04-19 22:44:29.173044,0.020000000000003126,58.59,58.565652173913044,-0.02,0.0006225999999999488
row,2019-04-19 22:44:29.180302,0.020000000000003126,58.59,58.565,-0.019,0.0006225999999999488
row,2019-04-19 22:44:29.187721,0.03999999999999915,58.55,58.54153846153846,-0.001,0.000542239999999964
row,2019-04-19 22:44:29.195520,0.020000000000003126,58.56,58.56043478260869,0.019,0.0006225999999999488
row,2019-04-19 22:44:29.203192,0.020000000000003126,58.56,58.560833333333335,0.018,0.0006225999999999488
row,2019-04-19 22:44:29.210587,0.020000000000003126,58.551,58.55634146341463,0.05,0.0006225999999999488
row,2019-04-19 22:44:29.217525,0.020000000000003126,58.551,58.55565217391304,0.055,0.0006225999999999488
row,2019-04-19 22:44:29.225355,0.020000000000003126,58.551,58.55565217391304,0.055,0.0006225999999999488
row,2019-04-19 22:44:39.263161,0.020000000000003126,58.551,58.55565217391304,0.055,-0.0006225999999999488
row,2019-04-19 22:44:39.308537,0.020000000000003126,58.55,58.55553191489361,0.056,-0.0006225999999999488
row,2019-04-19 22:44:39.315776,0.020000000000003126,58.55,58.55553191489361,0.056,-0.0006225999999999488
row,2019-04-19 22:44:39.323597,0.020000000000003126,58.55,58.55553191489361,0.056,-0.0006225999999999488
row,2019-04-19 22:44:39.331749,0.02999999999999403,58.55,58.535000000000004,0.0,-0.0005822399999999845
row,2019-04-19 22:44:39.339407,0.02999999999999403,58.55,58.533846153846156,0.001,-0.0005822399999999845
row,2019-04-19 22:44:39.347935,0.02999999999999403,58.52,58.534,0.005,-0.0005822399999999845
row,2019-04-19 22:44:39.355858,0.01999999999999602,58.52,58.528000000000006,0.006,-0.0006222399999999766
row,2019-04-19 22:44:39.364236,0.01999999999999602,58.52,58.53,0.003,-0.0006222399999999766
row,2019-04-19 22:44:39.372432,0.01999999999999602,58.52,58.53304347826087,-0.004,-0.0006222399999999766
row,2019-04-19 22:44:49.407799,0.01999999999999602,58.52,58.5336,-0.006,0.0006222399999999766
row,2019-04-19 22:44:49.417667,0.01999999999999602,58.54,58.534166666666664,-0.007,0.0006222399999999766
row,2019-04-19 22:44:49.425334,0.01999999999999602,58.54,58.53407407407408,-0.008,0.0006222399999999766
row,2019-04-19 22:44:49.433351,0.020000000000003126,58.52,58.51400000000001,-0.004,0.0006219999999999572
row,2019-04-19 22:44:49.441549,0.020000000000003126,58.5,58.510000000000005,0.0,0.0006219999999999572
row,2019-04-19 22:44:49.449365,0.020000000000003126,58.5001,58.510000000000005,0.0,0.0006219999999999572
row,2019-04-19 22:44:49.457483,0.020000000000003126,58.5001,58.51066666666667,-0.001,0.0006219999999999572
row,2019-04-19 22:44:49.465860,0.020000000000003126,58.5001,58.50888888888889,0.002,0.0006219999999999572
row,2019-04-19 22:44:49.474075,0.020000000000003126,58.5001,58.50888888888889,0.002,0.0006219999999999572
row,2019-04-19 22:44:49.481678,0.020000000000003126,58.51,58.50888888888889,0.002,0.0006219999999999572
row,2019-04-19 22:44:59.518738,0.00999999999999801,58.5,58.50714285714286,-0.003,-0.0006619999999999777
row,2019-04-19 22:44:59.525932,0.010000000000005116,58.51,58.51473684210527,0.008,-0.000662119999999959
row,2019-04-19 22:44:59.535526,0.010000000000005116,58.51,58.514117647058825,0.01,-0.000662119999999959
row,2019-04-19 22:44:59.544460,0.00999999999999801,58.51,58.50666666666666,-0.003,-0.0006619999999999777
row,2019-04-19 22:44:59.552715,0.00999999999999801,58.5,58.50375,0.002,-0.0006619999999999777
row,2019-04-19 22:44:59.560724,0.00999999999999801,58.5,58.50375,0.002,-0.0006619999999999777
row,2019-04-19 22:44:59.570061,0.020000000000003126,58.5,58.486060606060605,0.013,-0.0006217599999999663
row,2019-04-19 22:44:59.579141,0.020000000000003126,58.5,58.486060606060605,0.013,-0.0006217599999999663
row,2019-04-19 22:44:59.587339,0.010000000000005116,58.49,58.48727272727273,-0.005,-0.0006617599999999584
row,2019-04-19 22:44:59.596043,0.00999999999999801,58.47,58.47083333333333,0.008,-0.0006616399999999771
row,2019-04-19 22:45:09.634577,0.00999999999999801,58.47,58.47083333333333,0.008,0.0
